event_date,sale_date,days_to_event,venue,genre,ticket_tier,base_price,artist_popularity,temperature_c,is_cold,is_rainy,is_weekend,is_saturday,month,day_of_week,has_competing_event,is_peak_season,viral_shock,transport_disruption,venue_location_premium,price_adjustment_pct,optimal_price
2023-11-25,2023-09-16,70,"SSE Hydro, Glasgow",Rock,Standing (General),48.0,3,0.6,1,1,1,1,11,5,0,0,0,0,0.03,3.45,49.5
2023-06-05,2023-03-12,85,"O2 Arena, London",Rock,Standing (General),48.0,5,22.4,0,0,0,0,6,0,0,0,0,0,0.22,22.0,58.5
2023-07-09,2023-02-24,135,"O2 Arena, London",Musical Theatre,VIP Package,210.0,4,17.6,0,0,1,0,7,6,0,1,0,0,0.22,22.0,256.0
2024-05-08,2023-12-06,154,"Utilita Arena, Birmingham",Pop,VIP Package,210.0,4,19.3,0,0,0,0,5,2,1,0,0,0,0.05,0.0,210.0
2023-09-20,2023-09-16,4,"Glastonbury Festival, Somerset",Rock,Standing (General),48.0,6,15.3,0,0,0,0,9,2,1,0,0,0,0.35,22.0,58.5
2023-03-21,2022-12-18,93,"Utilita Arena, Birmingham",Pop,Standard (Seated),78.0,10,4.5,1,1,0,0,3,1,0,0,0,0,0.05,22.0,95.0
2024-02-04,2023-10-02,125,"O2 Arena, London",Musical Theatre,Premium (Seated),125.0,6,10.9,0,1,1,0,2,6,0,1,0,0,0.22,22.0,152.5
2024-08-31,2024-05-12,111,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,4,19.2,0,0,1,1,8,5,0,1,0,0,0.22,22.0,95.0
2023-09-17,2023-09-08,9,"Motorpoint Arena, Cardiff",Hip-Hop,Standard (Seated),78.0,2,9.2,0,1,1,0,9,6,0,0,0,0,0.0,3.12,80.5
2024-09-06,2024-06-05,93,"O2 Arena, London",R&B,Premium (Seated),125.0,4,10.4,0,1,1,0,9,4,1,0,0,0,0.22,22.0,152.5
2024-07-05,2024-04-01,95,"First Direct Arena, Leeds",Pop,VIP Package,210.0,1,15.9,0,0,1,0,7,4,0,1,0,0,0.02,10.99,233.0
2023-04-11,2022-12-26,106,"O2 Arena, London",Rock,VIP Package,210.0,5,12.1,0,1,0,0,4,1,0,0,0,0,0.22,22.0,256.0
2023-12-25,2023-11-30,25,"O2 Arena, London",R&B,Standard (Seated),78.0,6,6.5,1,1,0,0,12,0,0,1,0,0,0.22,22.0,95.0
2024-01-15,2023-09-22,115,"SSE Hydro, Glasgow",Classical,Standing (General),48.0,5,-4.8,1,1,0,0,1,0,0,0,1,0,0.03,12.51,54.0
2023-08-09,2023-04-22,109,"SSE Hydro, Glasgow",Rock,VIP Package,210.0,8,11.6,0,1,0,0,8,2,0,1,0,0,0.03,22.0,256.0
2024-02-24,2023-12-01,85,Manchester Arena,Rock,Standing (General),48.0,5,1.5,1,1,1,1,2,5,0,1,0,0,0.08,18.56,57.0
2023-05-04,2022-11-23,162,"O2 Arena, London",Electronic/Dance,Premium (Seated),125.0,5,15.2,0,0,0,0,5,3,0,0,0,0,0.22,22.0,152.5
2024-02-26,2024-01-10,47,"Motorpoint Arena, Cardiff",Rock,Standing (General),48.0,4,2.1,1,1,0,0,2,0,0,1,0,0,0.0,14.14,55.0
2023-08-19,2023-07-07,43,"O2 Arena, London",Electronic/Dance,Standard (Seated),78.0,7,14.4,0,0,1,1,8,5,0,1,0,0,0.22,22.0,95.0
2024-11-20,2024-09-25,56,"First Direct Arena, Leeds",R&B,Standard (Seated),78.0,8,5.0,1,1,0,0,11,2,0,0,0,0,0.02,22.0,95.0
2023-03-04,2023-02-16,16,"Boardmasters, Newquay",Pop,Standing (General),48.0,9,14.2,0,0,1,1,3,5,0,0,0,0,0.15,22.0,58.5
2024-04-29,2023-11-25,156,"O2 Arena, London",R&B,VIP Package,210.0,10,14.0,0,0,0,0,4,0,0,0,0,0,0.22,22.0,256.0
2024-09-19,2024-09-11,8,"Glastonbury Festival, Somerset",Musical Theatre,Standing (General),48.0,10,16.9,0,0,0,0,9,3,1,0,0,0,0.35,22.0,58.5
2024-12-03,2024-07-29,127,"O2 Arena, London",Rock,VIP Package,210.0,7,0.5,1,1,0,0,12,1,0,1,0,0,0.22,22.0,256.0
2024-07-27,2024-06-04,53,"Utilita Arena, Birmingham",Rock,VIP Package,210.0,6,19.7,0,0,1,1,7,5,0,1,0,0,0.05,20.64,253.5
2024-04-27,2024-03-29,29,Manchester Arena,Pop,Standing (General),48.0,3,18.9,0,0,1,1,4,5,1,0,0,0,0.08,13.35,54.5
2024-06-02,2024-03-21,73,"Boardmasters, Newquay",Hip-Hop,Premium (Seated),125.0,7,16.9,0,0,1,0,6,6,1,0,0,0,0.15,22.0,152.5
2023-06-04,2023-03-24,72,Manchester Arena,Jazz,Standing (General),48.0,7,20.1,0,0,1,0,6,6,0,0,0,0,0.08,9.16,52.5
2023-04-02,2023-02-28,33,Manchester Arena,R&B,Premium (Seated),125.0,8,5.3,1,1,1,0,4,6,0,0,0,0,0.08,22.0,152.5
2024-06-09,2024-04-06,64,"Boardmasters, Newquay",Rock,Standard (Seated),78.0,5,22.0,0,0,1,0,6,6,0,0,0,0,0.15,22.0,95.0
2024-03-30,2024-01-16,74,"First Direct Arena, Leeds",Musical Theatre,Standing (General),48.0,8,7.2,1,1,1,1,3,5,0,0,0,0,0.02,21.13,58.0
2024-08-20,2024-06-13,68,"First Direct Arena, Leeds",Classical,Standard (Seated),78.0,7,19.5,0,0,0,0,8,1,0,1,0,0,0.02,13.51,88.5
2024-10-06,2024-07-04,94,Manchester Arena,Electronic/Dance,Premium (Seated),125.0,3,5.9,1,1,1,0,10,6,0,0,0,0,0.08,5.83,132.5
2024-05-24,2024-01-03,142,"SSE Hydro, Glasgow",Rock,VIP Package,210.0,3,17.4,0,0,1,0,5,4,0,0,0,0,0.03,12.49,236.0
2023-07-02,2023-03-29,95,"O2 Arena, London",Rock,Standing (General),48.0,7,14.9,0,0,1,0,7,6,0,1,0,0,0.22,22.0,58.5
2024-01-21,2023-10-30,83,"O2 Arena, London",Hip-Hop,Standard (Seated),78.0,5,14.2,0,0,1,0,1,6,1,0,0,0,0.22,16.89,91.0
2024-07-27,2024-07-10,17,"Utilita Arena, Birmingham",Electronic/Dance,Standing (General),48.0,3,17.6,0,0,1,1,7,5,0,1,0,0,0.05,22.0,58.5
2024-02-09,2023-10-12,120,Manchester Arena,Electronic/Dance,Premium (Seated),125.0,5,14.3,0,0,1,0,2,4,0,1,0,0,0.08,22.0,152.5
2023-09-03,2023-08-08,26,"Boardmasters, Newquay",Pop,Standing (General),48.0,3,10.1,0,1,1,0,9,6,1,0,0,0,0.15,22.0,58.5
2024-08-13,2024-06-14,60,"Glastonbury Festival, Somerset",Electronic/Dance,Premium (Seated),125.0,8,12.9,0,1,0,0,8,1,0,1,0,0,0.35,22.0,152.5
2024-10-22,2024-09-03,49,"SSE Hydro, Glasgow",Jazz,Standing (General),48.0,2,5.4,1,1,0,0,10,1,0,0,0,0,0.03,-28.0,34.5
2024-10-11,2024-09-10,31,"Motorpoint Arena, Cardiff",Musical Theatre,Standard (Seated),78.0,4,10.3,0,1,1,0,10,4,1,0,0,0,0.0,3.27,80.5
2024-04-15,2023-12-30,107,"Utilita Arena, Birmingham",Pop,Premium (Seated),125.0,5,17.3,0,0,0,0,4,0,0,0,0,0,0.05,17.52,147.0
2024-02-27,2023-10-27,123,"O2 Arena, London",Hip-Hop,Premium (Seated),125.0,8,8.0,0,1,0,0,2,1,0,1,0,0,0.22,22.0,152.5
2023-03-06,2022-10-03,154,"SSE Hydro, Glasgow",Electronic/Dance,Premium (Seated),125.0,7,7.2,1,1,0,0,3,0,0,0,0,0,0.03,10.72,138.5
2023-01-13,2022-09-11,124,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,1,6.1,1,1,1,0,1,4,0,0,0,0,0.22,21.67,95.0
2023-08-01,2023-06-18,44,Manchester Arena,Classical,VIP Package,210.0,7,15.5,0,0,0,0,8,1,0,1,0,0,0.08,22.0,256.0
2023-08-30,2023-08-06,24,"Motorpoint Arena, Cardiff",Musical Theatre,Standard (Seated),78.0,6,13.5,0,0,0,0,8,2,0,1,0,0,0.0,20.29,94.0
2024-05-07,2024-01-07,121,"First Direct Arena, Leeds",Musical Theatre,VIP Package,210.0,2,16.4,0,0,0,0,5,1,0,0,0,0,0.02,11.57,234.5
2023-08-01,2023-04-13,110,"Glastonbury Festival, Somerset",Rock,Standard (Seated),78.0,6,19.1,0,0,0,0,8,1,0,1,0,0,0.35,22.0,95.0
2024-11-23,2024-11-06,17,"O2 Arena, London",Classical,Standard (Seated),78.0,7,-1.5,1,1,1,1,11,5,0,0,0,0,0.22,22.0,95.0
2023-12-04,2023-11-26,8,"Utilita Arena, Birmingham",Electronic/Dance,Standing (General),48.0,6,5.1,1,1,0,0,12,0,0,1,0,0,0.05,22.0,58.5
2023-06-22,2023-02-16,126,"O2 Arena, London",Rock,Standard (Seated),78.0,10,20.7,0,0,0,0,6,3,0,0,0,0,0.22,22.0,95.0
2024-11-02,2024-10-20,13,"Utilita Arena, Birmingham",Pop,Standing (General),48.0,5,10.9,0,1,1,1,11,5,1,0,1,0,0.05,22.0,58.5
2023-06-13,2023-03-08,97,"SSE Hydro, Glasgow",Pop,Premium (Seated),125.0,6,3.9,1,1,0,0,6,1,0,0,0,0,0.03,5.86,132.5
2024-04-09,2023-12-14,117,"Utilita Arena, Birmingham",Classical,Standard (Seated),78.0,2,8.6,0,1,0,0,4,1,1,0,0,0,0.05,-20.35,62.0
2024-05-11,2024-01-09,123,Manchester Arena,Rock,VIP Package,210.0,7,13.8,0,0,1,1,5,5,0,0,0,0,0.08,22.0,256.0
2024-11-30,2024-11-03,27,"O2 Arena, London",Jazz,Standing (General),48.0,6,0.9,1,1,1,1,11,5,0,0,0,0,0.22,22.0,58.5
2024-01-30,2023-12-19,42,"O2 Arena, London",Hip-Hop,Standing (General),48.0,6,6.4,1,1,0,0,1,1,0,0,0,0,0.22,22.0,58.5
2024-12-03,2024-08-02,123,"Utilita Arena, Birmingham",Hip-Hop,Premium (Seated),125.0,6,-2.6,1,1,0,0,12,1,0,1,0,0,0.05,17.5,147.0
2023-11-04,2023-08-04,92,"Glastonbury Festival, Somerset",Rock,Standard (Seated),78.0,6,2.1,1,1,1,1,11,5,0,0,0,0,0.35,22.0,95.0
2023-07-02,2023-05-20,43,"O2 Arena, London",R&B,Standard (Seated),78.0,7,14.5,0,0,1,0,7,6,1,1,0,0,0.22,22.0,95.0
2024-09-20,2024-05-16,127,"SSE Hydro, Glasgow",R&B,Premium (Seated),125.0,6,6.0,1,1,1,0,9,4,1,0,0,0,0.03,-3.36,121.0
2024-05-24,2024-03-23,62,"Glastonbury Festival, Somerset",Rock,Standard (Seated),78.0,5,21.8,0,0,1,0,5,4,0,0,0,0,0.35,22.0,95.0
2024-12-08,2024-11-28,10,"First Direct Arena, Leeds",Jazz,Standing (General),48.0,2,4.0,1,1,1,0,12,6,0,1,0,0,0.02,-3.01,46.5
2024-06-29,2024-03-02,119,"Utilita Arena, Birmingham",Hip-Hop,VIP Package,210.0,5,15.9,0,0,1,1,6,5,1,0,0,0,0.05,7.15,225.0
2024-07-17,2024-03-17,122,"Motorpoint Arena, Cardiff",Pop,Standing (General),48.0,5,12.1,0,1,0,0,7,2,1,1,0,0,0.0,9.76,52.5
2024-09-15,2024-07-29,48,Manchester Arena,Jazz,VIP Package,210.0,6,11.9,0,1,1,0,9,6,0,0,0,0,0.08,4.62,219.5
2024-08-16,2024-07-14,33,Manchester Arena,Pop,Standing (General),48.0,5,11.7,0,1,1,0,8,4,1,1,0,0,0.08,22.0,58.5
2023-08-15,2023-06-03,73,"O2 Arena, London",R&B,Standard (Seated),78.0,2,13.1,0,0,0,0,8,1,1,1,0,0,0.22,18.69,92.5
2024-03-11,2023-11-19,113,"Boardmasters, Newquay",Electronic/Dance,Standing (General),48.0,3,9.1,0,1,0,0,3,0,0,0,0,0,0.15,16.92,56.0
2024-02-26,2023-11-20,98,"Glastonbury Festival, Somerset",Pop,Premium (Seated),125.0,7,9.9,0,1,0,0,2,0,1,1,0,0,0.35,22.0,152.5
2024-07-07,2024-03-25,104,"SSE Hydro, Glasgow",Hip-Hop,Standing (General),48.0,6,12.7,0,1,1,0,7,6,0,1,0,0,0.03,16.98,56.0
2023-01-21,2022-10-07,106,"O2 Arena, London",Hip-Hop,Premium (Seated),125.0,3,1.6,1,1,1,1,1,5,0,0,0,0,0.22,22.0,152.5
2024-07-07,2024-03-17,112,Manchester Arena,Hip-Hop,Standard (Seated),78.0,5,13.7,0,0,1,0,7,6,0,1,0,0,0.08,22.0,95.0
2024-02-01,2024-01-10,22,"O2 Arena, London",Pop,Standing (General),48.0,4,3.3,1,1,0,0,2,3,0,1,0,0,0.22,22.0,58.5
2024-09-16,2024-04-27,142,"O2 Arena, London",Rock,Premium (Seated),125.0,3,13.2,0,0,0,0,9,0,0,0,0,0,0.22,18.67,148.5
2023-04-15,2023-03-01,45,"Utilita Arena, Birmingham",Rock,Standard (Seated),78.0,4,14.0,0,0,1,1,4,5,0,0,0,0,0.05,17.69,92.0
2023-07-11,2023-06-27,14,"Boardmasters, Newquay",Musical Theatre,Standing (General),48.0,4,16.2,0,0,0,0,7,1,0,1,0,0,0.15,22.0,58.5
2023-01-17,2022-09-14,125,"Glastonbury Festival, Somerset",Pop,Standing (General),48.0,2,-1.6,1,1,0,0,1,1,0,0,0,0,0.35,22.0,58.5
2023-04-30,2022-11-23,158,"SSE Hydro, Glasgow",R&B,Standard (Seated),78.0,5,7.4,1,1,1,0,4,6,0,0,0,0,0.03,-0.0,78.0
2024-01-28,2023-10-31,89,"O2 Arena, London",Musical Theatre,Standing (General),48.0,5,4.9,1,1,1,0,1,6,1,0,0,0,0.22,22.0,58.5
2024-02-29,2023-12-08,83,Manchester Arena,Classical,Standing (General),48.0,7,5.2,1,1,0,0,2,3,1,1,0,0,0.08,18.07,56.5
2023-05-09,2023-01-11,118,Manchester Arena,Jazz,Standing (General),48.0,6,16.2,0,0,0,0,5,1,0,0,0,1,0.08,1.81,49.0
2023-05-10,2023-04-20,20,"SSE Hydro, Glasgow",Musical Theatre,Standard (Seated),78.0,4,15.2,0,0,0,0,5,2,0,0,0,0,0.03,8.91,85.0
2024-07-25,2024-04-15,101,"Motorpoint Arena, Cardiff",R&B,Standard (Seated),78.0,5,19.2,0,0,0,0,7,3,0,1,0,0,0.0,11.06,86.5
2024-07-13,2024-05-12,62,Manchester Arena,Rock,Standing (General),48.0,5,19.4,0,0,1,1,7,5,0,1,0,0,0.08,22.0,58.5
2023-01-29,2022-09-29,122,Manchester Arena,Pop,VIP Package,210.0,8,2.1,1,1,1,0,1,6,0,0,0,0,0.08,22.0,256.0
2023-04-07,2023-02-12,54,"O2 Arena, London",Pop,VIP Package,210.0,10,13.6,0,0,1,0,4,4,0,0,0,0,0.22,22.0,256.0
2023-01-10,2022-12-09,32,Manchester Arena,Electronic/Dance,Standing (General),48.0,7,4.9,1,1,0,0,1,1,1,0,0,0,0.08,9.23,52.5
2023-08-30,2023-04-25,127,"First Direct Arena, Leeds",Pop,Standing (General),48.0,6,6.2,1,1,0,0,8,2,1,1,0,0,0.02,-1.84,47.0
2023-08-20,2023-05-31,81,"O2 Arena, London",Classical,VIP Package,210.0,8,14.6,0,0,1,0,8,6,0,1,1,0,0.22,22.0,256.0
2023-10-11,2023-07-24,79,"First Direct Arena, Leeds",Pop,Standard (Seated),78.0,3,8.5,0,1,0,0,10,2,0,0,0,0,0.02,4.3,81.5
2024-12-15,2024-08-29,108,"Glastonbury Festival, Somerset",Rock,Standing (General),48.0,6,-0.4,1,1,1,0,12,6,1,1,0,0,0.35,22.0,58.5
2024-12-26,2024-08-13,135,"Utilita Arena, Birmingham",Hip-Hop,Standard (Seated),78.0,5,-2.5,1,1,0,0,12,3,0,1,0,0,0.05,22.0,95.0
2023-07-19,2023-04-10,100,"O2 Arena, London",Rock,Premium (Seated),125.0,2,21.9,0,0,0,0,7,2,0,1,0,0,0.22,17.97,147.5
2023-03-20,2022-11-13,127,"O2 Arena, London",Classical,Standing (General),48.0,2,7.2,1,1,0,0,3,0,0,0,0,0,0.22,-7.74,44.5
2023-06-22,2023-04-27,56,"First Direct Arena, Leeds",Musical Theatre,Premium (Seated),125.0,5,17.9,0,0,0,0,6,3,0,0,0,0,0.02,12.26,140.5
2024-04-11,2023-11-03,160,Manchester Arena,Classical,Premium (Seated),125.0,3,15.1,0,0,0,0,4,3,1,0,0,0,0.08,-8.18,115.0
2024-08-03,2024-04-11,114,Manchester Arena,Rock,Standard (Seated),78.0,3,10.8,0,1,1,1,8,5,0,1,0,0,0.08,22.0,95.0
2024-02-20,2023-11-07,105,"First Direct Arena, Leeds",Musical Theatre,Premium (Seated),125.0,4,0.5,1,1,0,0,2,1,0,1,0,0,0.02,9.59,137.0
2024-03-24,2024-01-23,61,"Utilita Arena, Birmingham",Pop,Standing (General),48.0,7,11.0,0,1,1,0,3,6,1,0,0,0,0.05,18.68,57.0
2023-03-28,2022-11-27,121,"Motorpoint Arena, Cardiff",Classical,Standard (Seated),78.0,3,5.1,1,1,0,0,3,1,0,0,0,0,0.0,-8.48,71.5
2023-04-11,2023-02-12,58,Manchester Arena,Pop,Standard (Seated),78.0,7,16.4,0,0,0,0,4,1,0,0,0,0,0.08,22.0,95.0
2023-01-08,2022-12-22,17,"Motorpoint Arena, Cardiff",Pop,Standard (Seated),78.0,7,2.5,1,1,1,0,1,6,0,0,0,0,0.0,19.45,93.0
2023-07-19,2023-07-15,4,Manchester Arena,Musical Theatre,Standing (General),48.0,6,24.4,0,0,0,0,7,2,0,1,0,0,0.08,22.0,58.5
2024-05-19,2023-12-19,152,"O2 Arena, London",R&B,Standard (Seated),78.0,3,17.4,0,0,1,0,5,6,1,0,0,0,0.22,12.55,88.0
2023-03-28,2023-01-28,59,"Utilita Arena, Birmingham",Jazz,Standing (General),48.0,1,7.5,1,1,0,0,3,1,0,0,1,1,0.05,5.64,50.5
2023-02-12,2023-02-04,8,"Utilita Arena, Birmingham",R&B,Standing (General),48.0,5,8.8,0,1,1,0,2,6,1,1,1,0,0.05,22.0,58.5
2024-01-20,2023-11-29,52,"Glastonbury Festival, Somerset",Jazz,Standing (General),48.0,8,6.8,1,1,1,1,1,5,1,0,0,0,0.35,22.0,58.5
2024-09-12,2024-04-17,148,"SSE Hydro, Glasgow",Musical Theatre,Premium (Seated),125.0,2,2.3,1,1,0,0,9,3,0,0,0,0,0.03,-8.83,114.0
2024-03-10,2023-12-25,76,"Glastonbury Festival, Somerset",R&B,Standing (General),48.0,7,11.5,0,1,1,0,3,6,1,0,0,0,0.35,22.0,58.5
2024-02-12,2023-11-30,74,"Glastonbury Festival, Somerset",Electronic/Dance,Standard (Seated),78.0,5,7.2,1,1,0,0,2,0,0,1,0,0,0.35,22.0,95.0
2024-04-27,2024-03-03,55,"Utilita Arena, Birmingham",Hip-Hop,Standing (General),48.0,8,17.4,0,0,1,1,4,5,1,0,0,0,0.05,22.0,58.5
2024-10-25,2024-10-14,11,"First Direct Arena, Leeds",Musical Theatre,Standing (General),48.0,4,2.4,1,1,1,0,10,4,0,0,0,0,0.02,14.91,55.0
2023-01-17,2022-11-20,58,"Utilita Arena, Birmingham",Rock,Standing (General),48.0,6,5.6,1,1,0,0,1,1,0,0,0,0,0.05,9.17,52.5
2024-10-06,2024-08-25,42,"Boardmasters, Newquay",Hip-Hop,Standing (General),48.0,7,7.4,1,1,1,0,10,6,0,0,1,0,0.15,22.0,58.5
2023-05-28,2023-03-23,66,"Motorpoint Arena, Cardiff",Rock,Standard (Seated),78.0,3,16.1,0,0,1,0,5,6,1,0,1,0,0.0,15.13,90.0
2023-10-04,2023-05-12,145,"O2 Arena, London",Rock,Standard (Seated),78.0,3,15.4,0,0,0,0,10,2,0,0,0,0,0.22,15.84,90.5
2023-08-20,2023-04-20,122,"Motorpoint Arena, Cardiff",Pop,VIP Package,210.0,2,9.8,0,1,1,0,8,6,0,1,0,0,0.0,-2.96,204.0
2024-01-01,2023-07-18,167,"O2 Arena, London",Hip-Hop,VIP Package,210.0,6,2.2,1,1,0,0,1,0,1,0,0,0,0.22,15.11,241.5
2023-08-16,2023-07-02,45,Manchester Arena,Musical Theatre,Standard (Seated),78.0,5,10.9,0,1,0,0,8,2,0,1,0,0,0.08,22.0,95.0
2024-10-12,2024-06-02,132,"O2 Arena, London",R&B,Premium (Seated),125.0,2,7.2,1,1,1,1,10,5,0,0,0,1,0.22,8.46,135.5
2024-03-11,2023-12-27,75,"SSE Hydro, Glasgow",Electronic/Dance,Standing (General),48.0,4,13.0,0,1,0,0,3,0,0,0,0,0,0.03,-3.57,46.5
2024-02-03,2023-10-08,118,"Glastonbury Festival, Somerset",Hip-Hop,Standard (Seated),78.0,2,11.0,0,1,1,1,2,5,0,1,0,0,0.35,22.0,95.0
2023-07-30,2023-04-10,111,Manchester Arena,R&B,Premium (Seated),125.0,2,7.7,1,1,1,0,7,6,0,1,0,0,0.08,-1.79,123.0
2024-01-26,2024-01-16,10,"O2 Arena, London",Musical Theatre,Standing (General),48.0,4,8.6,0,1,1,0,1,4,0,0,0,0,0.22,22.0,58.5
2024-05-13,2024-02-01,102,Manchester Arena,R&B,Standing (General),48.0,2,15.2,0,0,0,0,5,0,1,0,0,0,0.08,-8.04,44.0
2024-06-23,2024-05-29,25,"SSE Hydro, Glasgow",Pop,Standing (General),48.0,4,12.6,0,1,1,0,6,6,0,0,0,0,0.03,10.09,53.0
2024-07-16,2024-04-28,79,Manchester Arena,Pop,Standard (Seated),78.0,5,17.5,0,0,0,0,7,1,0,1,0,0,0.08,22.0,95.0
2024-05-05,2024-02-07,88,Manchester Arena,Musical Theatre,Standard (Seated),78.0,6,15.9,0,0,1,0,5,6,0,0,0,0,0.08,6.1,83.0
2024-03-17,2024-01-06,71,"O2 Arena, London",Musical Theatre,Standard (Seated),78.0,3,8.8,0,1,1,0,3,6,0,0,0,0,0.22,22.0,95.0
2023-09-18,2023-09-10,8,"First Direct Arena, Leeds",Rock,Standard (Seated),78.0,3,7.4,1,1,0,0,9,0,0,0,0,1,0.02,-7.43,72.0
2023-12-16,2023-10-11,66,Manchester Arena,Pop,Standard (Seated),78.0,8,3.1,1,1,1,1,12,5,0,1,0,0,0.08,22.0,95.0
2023-12-18,2023-07-04,167,"SSE Hydro, Glasgow",Electronic/Dance,Premium (Seated),125.0,3,3.3,1,1,0,0,12,0,1,1,0,0,0.03,-6.8,116.5
2024-06-03,2024-02-05,119,"O2 Arena, London",Hip-Hop,Standing (General),48.0,1,18.5,0,0,0,0,6,0,0,0,0,0,0.22,14.05,54.5
2023-11-16,2023-08-28,80,"Utilita Arena, Birmingham",Hip-Hop,Premium (Seated),125.0,3,2.7,1,1,0,0,11,3,1,0,0,0,0.05,-1.87,122.5
2023-05-18,2022-12-21,148,"O2 Arena, London",Musical Theatre,Premium (Seated),125.0,6,19.1,0,0,0,0,5,3,0,0,0,0,0.22,22.0,152.5
2024-07-03,2024-02-13,141,"First Direct Arena, Leeds",Jazz,Premium (Seated),125.0,1,21.4,0,0,0,0,7,2,0,1,0,1,0.02,-18.66,101.5
2024-09-14,2024-07-08,68,Manchester Arena,Musical Theatre,Premium (Seated),125.0,10,10.4,0,1,1,1,9,5,0,0,1,0,0.08,22.0,152.5
2024-01-03,2023-11-23,41,"SSE Hydro, Glasgow",Electronic/Dance,Standard (Seated),78.0,3,-0.5,1,1,0,0,1,2,0,0,0,1,0.03,-19.12,63.0
2023-08-08,2023-05-22,78,"Glastonbury Festival, Somerset",Rock,Standing (General),48.0,3,16.2,0,0,0,0,8,1,0,1,0,0,0.35,22.0,58.5
2023-12-03,2023-10-28,36,"Glastonbury Festival, Somerset",Hip-Hop,Standard (Seated),78.0,7,-0.4,1,1,1,0,12,6,0,1,0,0,0.35,22.0,95.0
2023-08-11,2023-04-25,108,"Utilita Arena, Birmingham",R&B,VIP Package,210.0,3,6.8,1,1,1,0,8,4,0,1,0,0,0.05,14.95,241.5
2024-10-09,2024-07-28,73,"First Direct Arena, Leeds",Rock,Standard (Seated),78.0,4,8.1,0,1,0,0,10,2,0,0,0,0,0.02,6.48,83.0
2023-12-26,2023-08-07,141,"Motorpoint Arena, Cardiff",Pop,Standing (General),48.0,5,0.5,1,1,0,0,12,1,0,1,0,0,0.0,5.6,50.5
2023-11-25,2023-10-19,37,"SSE Hydro, Glasgow",Electronic/Dance,Standing (General),48.0,1,-1.8,1,1,1,1,11,5,0,0,0,0,0.03,-4.2,46.0
2024-04-07,2024-03-18,20,"O2 Arena, London",Electronic/Dance,VIP Package,210.0,7,7.3,1,1,1,0,4,6,0,0,0,0,0.22,22.0,256.0
2024-07-14,2024-04-24,81,"Motorpoint Arena, Cardiff",Electronic/Dance,Standing (General),48.0,5,14.3,0,0,1,0,7,6,0,1,0,0,0.0,18.37,57.0
2024-01-17,2023-12-29,19,Manchester Arena,Pop,Standing (General),48.0,4,1.8,1,1,0,0,1,2,1,0,0,0,0.08,9.7,52.5
2024-08-12,2024-05-28,76,"O2 Arena, London",Electronic/Dance,Standard (Seated),78.0,4,19.0,0,0,0,0,8,0,0,1,0,0,0.22,22.0,95.0
2024-09-08,2024-05-18,113,Manchester Arena,Pop,VIP Package,210.0,1,16.1,0,0,1,0,9,6,0,0,0,0,0.08,10.58,232.0
2023-06-18,2023-03-29,81,Manchester Arena,Hip-Hop,Standing (General),48.0,7,17.4,0,0,1,0,6,6,0,0,0,0,0.08,22.0,58.5
2023-08-05,2023-05-26,71,"First Direct Arena, Leeds",R&B,Standard (Seated),78.0,5,15.9,0,0,1,1,8,5,0,1,0,0,0.02,22.0,95.0
2024-01-13,2023-11-08,66,"O2 Arena, London",Jazz,Standard (Seated),78.0,8,-0.9,1,1,1,1,1,5,1,0,0,0,0.22,21.07,94.5
2023-04-29,2023-03-22,38,"O2 Arena, London",Classical,Standing (General),48.0,5,14.4,0,0,1,1,4,5,0,0,0,0,0.22,22.0,58.5
2023-07-09,2023-04-19,81,"O2 Arena, London",Classical,VIP Package,210.0,7,15.5,0,0,1,0,7,6,1,1,0,0,0.22,22.0,256.0
2024-01-05,2023-11-05,61,"Utilita Arena, Birmingham",Hip-Hop,Standard (Seated),78.0,3,-2.5,1,1,1,0,1,4,0,0,0,0,0.05,9.78,85.5
2023-05-29,2023-04-29,30,"SSE Hydro, Glasgow",Electronic/Dance,Standard (Seated),78.0,1,17.9,0,0,0,0,5,0,0,0,0,0,0.03,-11.26,69.0
2024-11-06,2024-06-18,141,Manchester Arena,Pop,Premium (Seated),125.0,9,3.8,1,1,0,0,11,2,0,0,0,0,0.08,22.0,152.5
2024-10-13,2024-07-08,97,"O2 Arena, London",Hip-Hop,VIP Package,210.0,3,8.4,0,1,1,0,10,6,0,0,0,0,0.22,22.0,256.0
2024-05-02,2024-02-04,88,"O2 Arena, London",R&B,Standard (Seated),78.0,7,15.6,0,0,0,0,5,3,0,0,0,0,0.22,22.0,95.0
2024-01-09,2023-10-01,100,"Glastonbury Festival, Somerset",R&B,Standing (General),48.0,3,-5.0,1,1,0,0,1,1,0,0,0,0,0.35,22.0,58.5
2024-11-23,2024-09-25,59,"First Direct Arena, Leeds",R&B,Premium (Seated),125.0,3,-1.9,1,1,1,1,11,5,0,0,0,0,0.02,7.18,134.0
2023-06-09,2023-04-30,40,"First Direct Arena, Leeds",Musical Theatre,Standard (Seated),78.0,7,21.2,0,0,1,0,6,4,0,0,0,0,0.02,22.0,95.0
2023-12-17,2023-09-16,92,"O2 Arena, London",Rock,VIP Package,210.0,7,1.1,1,1,1,0,12,6,0,1,0,0,0.22,22.0,256.0
